"repo","url","gazers","group","subgroup"
"BackpropNeuralNet","compressed/BackpropNeuralNet.jl","(Any["johnmyleswhite","intltechventures","flashus","sorami","vimeitor","jskDr","meekrabR6R","0xmilk","bernatfp","phelma","alexanderpanchenko","huwenshuo","darmat","rkwofford","papaloizouc","rredpoppy","abrazhe","seaskyshy","skariel","dmoliveira","cpminor","matthew-lake","HHzzhz","chrisidefix","mertyildiran","LuciusCao","konfou","bunnyblanco","cameronraysmith","diegozea"],)","AI","MACHINELEARNING"
"BNMF","r9y9/BNMF.jl","(Any["knoike"],)","AI","MACHINELEARNING"
"ConfidenceWeighted","chezou/ConfidenceWeighted.jl","(Any["vishalbelsare"],)","AI","MACHINELEARNING"
"Contingency","svs14/Contingency.jl","(Any[],)","AI","MACHINELEARNING"
"Clustering","johnmyleswhite/Clustering.jl","(Any["sherbondy","GlenHertz","dimatura","johansigfrids","demon386","interstateone","abhijithch","blahah","Gwillink","matiasinsaurralde","Martikos","Oxtay","WestleyArgentum","tlnagy","alejandrodumas","krcz","avrahamruderman","skariel","RaymondCrandall","m-wells","vabaimova","phelipe","sebastialonso","mpolakis","MrTomWhite","jianyuan","toddleo","fujy","cameronjacobson","Ken-B","nacyot","gawbul","dzjuck","jubbon","xinchoubiology","amckay1","himkt","jmkintanar","timmyshen","crbinz","jgreener64","raghuch","matthieugomez","peterbrescia","cuiweiqiang","angusshire","afternone","lmmx","dmoliveira","marcusps","davidcox143","martinzh","pravj","tritas","duttasamagri","floswald","cjprybol","nhejazi","kgryte"],)","AI","MACHINELEARNING"
"DAI","binarybana/DAI.jl","(Any["yuzeh","daydreamt"],)","AI","MACHINELEARNING"
"DeepQLearning","Andy-P/DeepQLearning.jl","(Any["KanSakamoto","chezou","skitaoka","ttakamura","AjayTalati","n3riks3n","passiweinberger","cameronraysmith","rodonn","tbreloff","tmlbl","CodeReclaimers","rafaelcp","hpoit","chrisidefix","Simplex-AP","konfou"],)","AI","MACHINELEARNING"
"Discretizers","sisl/Discretizers.jl","(Any["PatWie","alsam"],)","AI","MACHINELEARNING"
"EGR","stefanks/EGR.jl","(Any[],)","AI","MACHINELEARNING"
"ELM","lepisma/ELM.jl","(Any["abhikandoi2000","Andy-P","rationalthug","johansigfrids","travisbrady","tangzk","philtomson","zmzhang","sivapvarma","filipebraida","guersam","PatWie","sonyfe25cp","chaoyue729","bitisony","SamaelChen","awhitesong","dmoliveira","codeneomatrix","yburke94","mertyildiran","MannyKayy"],)","AI","MACHINELEARNING"
"FeatureSelection","Evizero/FeatureSelection.jl","(Any[],)","AI","MACHINELEARNING"
"Flimsy","thomlake/Flimsy.jl","(Any[],)","AI","MACHINELEARNING"
"FunctionalDataUtils","rened/FunctionalDataUtils.jl","(Any["eyadsibai","Samayel","rafaelcp","ul"],)","AI","MACHINELEARNING"
"go","dmrd/go.jl","(Any[],)","AI","MACHINELEARNING"
"GradientBoost","svs14/GradientBoost.jl","(Any["bensadeghi","Andy-P","lepisma","jraines","bpiwowar","dthtvwls","mbesedick"],)","AI","MACHINELEARNING"
"GURLS","joehuchette/GURLS.jl","(Any["zowen"],)","AI","MACHINELEARNING"
"Glmnet","simonster/Glmnet.jl","(Any["johnmyleswhite","yixuan","lindahua","jrf","demon386","cartazio","flashus","cfusting","lucasb-eyer","tristanwietsma","brentonk","vikjam","mnarayan","hammer","floswald","choct155","ledell","sivapvarma","ceholden","kipkeston","ShuguangSun","samuelcolvin","linxihui","mmagnuski","jonrobinson2","dmoliveira","dawnsong","harshkn","cjprybol","sanga"],)","AI","MACHINELEARNING"
"HopfieldNets","johnmyleswhite/HopfieldNets.jl","(Any["hassaku","PaulCapestany","cemoody","jonschoning","aviks","cynddl","AlexMikhalev","daydreamt","indiejoseph","martinzh"],)","AI","MACHINELEARNING"
"HSIC","trappmartin/HSIC.jl","(Any["av-maslov","diegozea"],)","AI","MACHINELEARNING"
"KaggleDigitRecognizer","benhamner/KaggleDigitRecognizer.jl","(Any[],)","AI","MACHINELEARNING"
